Word,Translation,Level,Page
foreign,"זר, נוכרי",5,78
forfeit,"לוותר, להפסיד",5,78
fortunate,בעל מזל,5,78
fortune,מזל,5,79
fortune,עושר,5,79
frame,"מסגרת, למסגר",5,79
fund,קרן,5,79
fund,לממן,5,79
fundamental (,בסיסי )פונדמנטלי,5,79
fundraiser,מגייס כספים,5,79
funds,"כסף, הון, מקור מימון",5,79
gap,פער,5,79
generated,יצר,5,79
generation,דור,5,79
govern,למשול,5,79
government,ממשל,5,79
governor,מושל,5,79
gratify,לרצות,5,79
ground,"בסיס, אדמה",5,79
grow,"לגדול, לגדל",5,79
grow up,"להתבגר, לגדול",5,79
guilty,אשם,5,79
harsh,"נוקשה, אכזרי",5,79
hollow,חלול,5,79
hundred,מאה,5,79
hunt,"לצוד, ציד",5,79
hunter,צייד,5,79
ignorance,בורות,5,79
ignorant,"בור, חסר השכלה",5,79
ignore,להתעלם,5,79
illiterate,"בור, אנאלפבית",5,79
impact,התנגשות,5,79
impact,השפעה,5,79
impatient,חסר סבלנות,5,80
impress,להרשים,5,80
impressive,מרשים,5,80
inactivity,חוסר פעילות,5,80
include,לכלול,5,80
inclusive,כולל,5,80
industrious,"חרוץ, שקדן",5,80
infected,הודבק,5,80
infection,זיהום,5,80
innocent,תמים,5,80
innocent,חף מפשע,5,80
institute,"מוסד, מכון",5,80
institute,לכונן,5,80
instruction,"הוראה, הדרכה",5,80
insurance,ביטוח,5,80
insure,להבטיח,5,80
investing,להשקיע,5,80
investment,השקעה,5,80
investor,משקיע,5,80
irrigation,השקיה,5,80
lapse,"מעידה, פליטת פה",5,80
lapse,"פרק זמן, פקיעה, סיום",5,80
leather,עור,5,80
lecture,הרצאה,5,80
legislate,לחוקק,5,80
legislation,חקיקה,5,80
length,אורך,5,80
lower,להנמיך,5,80
lung,ריאה,5,80
maintain,לשמר,5,80
major,מסלול לימודים,5,81
major,"ראשי, עיקרי",5,81
major (,סולם מז'ור )במוזיקה,5,81
majority,רוב,5,81
male,זכר,5,81
manage,לנהל,5,81
management,ניהול,5,81
manuscript,כתב יד,5,81
marine,ימי,5,81
maritime,ימי,5,81
market,שוק,5,81
marketing,"שיווק, לשווק",5,81
mass,"המון, המוני",5,81
mass,מסה,5,81
material,"חומר, חומרני",5,81
measure,למדוד,5,81
measure,אמצעי,5,81
merge,"למזג, לחבר",5,81
merger,מיזוג,5,81
message,הודעה,5,81
method,שיטה,5,81
mild,"מתון, עדין",5,81
military,"צבא, צבאי",5,81
minor,קטין,5,81
minor (,סולם מינור )במוזיקה,5,81
minor,"קטן, שולי",5,81
minority,מיעוט,5,81
misconception,דעה מוטעית,5,81
mission,משימה,5,81
mode,"אופנה, מודה",5,81
mode,"מצב, אופן, צורה",5,82
model,"דגם, מודל, דוגמן",5,82
modest,צנוע,5,82
modify,"לשנות, להתאים",5,82
monumental,"גדול, אדיר",5,82
negotiate,לשאת ולתת,5,82
negotiation,משא ומתן,5,82
nominated,מועמד,5,82
nuclear,גרעיני,5,82
observer,משקיף,5,82
obsolete,מיושן,5,82
occupy,"לתפוס, לאכלס",5,82
occupy,להעסיק,5,82
occurrence,התרחשות,5,82
odd,מוזר,5,82
odd,אי זוגי,5,82
omission,"השמטה, הזנחה",5,82
omit,"להשמיט, להזניח",5,82
opinion,דעה,5,82
opponent,"יריב, מתנגד",5,82
opportunity,הזדמנות,5,82
organic,אורגני,5,82
overlaps,חופף,5,82
own,משלו,5,82
own,בעלות על משהו,5,82
owner,בעלים,5,82
paramount,בעל חשיבות עליונה,5,82
pass,לוותר,5,82
pass,"להעביר, למסור",5,82
pedestrian,הולך רגל,5,82
perhaps,אולי,5,83
period,"משך זמן, מחזור",5,83
period,תקופה,5,83
period,נקודה,5,83
permanent,קבוע,5,83
persecution (,רדיפה )דתית,5,83
planet,כוכב לכת,5,83
plant,"צמח, עציץ, לשתול",5,83
poll,"סקר, הצבעה",5,83
populous,מאוכלס בצפיפות,5,83
post,לפרסם ; פרסום,5,83
post,לשלוח בדואר ; דואר,5,83
post,"להציב, למנות ; עמדה, משרה, תפקיד",5,83
post,עמוד,5,83
postage,דבר דואר,5,83
postpone,לדחות,5,83
powerful,רב כוח,5,83
preferable,עדיף,5,83
presume,להניח,5,83
priest,כומר,5,83
privilege,"זכות יתר, פריביליגיה",5,83
profit,רווח,5,83
profitable,רווחי,5,83
publication,הוצאה לאור,5,83
publicized,פורסם,5,83
publish,"לפרסם, להוציא לאור",5,83
publisher,מוציא לאור,5,83
qualify,להיות מוסמך,5,83
quality,איכות,5,83
quarter,רבע,5,83
radiation,קרינה,5,84
rare,נדיר,5,84
rare (,נא )בשר,5,84
raw (,"חי, נא )בשר",5,84
raw,"גולמי, גס",5,84
receive,לקבל,5,84
recent,שארע לאחרונה,5,84
recently,לאחרונה,5,84
recognition,הכרה,5,84
record,להקליט,5,84
record,שיא,5,84
record,רשומה,5,84
record,לתעד,5,84
recover,להתאושש,5,84
recreate,"לשחזר, ליצור מחדש",5,84
relax,להירגע,5,84
reliance,הסתמכות,5,84
remains,שרידים,5,84
remains,"נשאר, עדיין",5,84
remove,להסיר,5,84
renew,לחדש,5,84
renown,ידוע,5,84
repair,לתקן,5,84
replace,להחליף,5,84
replacement,מחליף,5,84
rescue,להציל,5,84
resemble,דומה,5,84
residence,מגורים,5,84
resident,תושב קבע,5,84
resource,משאב,5,84
resourceful,בעל תושייה,5,85
restrain,לרסן,5,85
retain,"להחזיק, לשמור",5,85
retrieve,להשיב,5,85
revenue,"הכנסה, רווח",5,85
route,"מסלול, דרך",5,85
ruin,להרוס,5,85
ruins,"הריסות, עיי חורבות",5,85
sample,דוגמית,5,85
satisfaction,שביעות רצון,5,85
scatter,לפזר,5,85
schedule,לוח זמנים,5,85
sensitive,רגיש,5,85
sensitivity,רגישות,5,85
sentence,משפט,5,85
sentence,גזר דין,5,85
servant,משרת,5,85
serve,"להגיש, לשרת",5,85
serve,לשרת,5,85
serve (,ְלַרצּוֹת )עונש,5,85
session,מושב,5,85
sharp,חד,5,85
sheer,"מוחלט, לחלוטין",5,85
sheer,שקוף,5,85
sheer,"משופע, תלול",5,85
single,רווק,5,85
single,יחיד,5,85
skepticism,ספקנות,5,85
skill,"יכולת, מיומנות",5,85
sophisticated,מתוחכם,5,85
spare,"מיותר, עודף",5,86
specialize,להתמחות,5,86
species,"מין, זן",5,86
specify,לפרט,5,86
spectator,"צופה, משקיף",5,86
speech,דיבור,5,86
spoil,"לבזוז, שלל",5,86
spoil,להרוס,5,86
spoil,לפנק,5,86
spoil,לקלקל,5,86
stack,ערמה,5,86
staple,להדק,5,86
station,תחנה,5,86
station,להציב,5,86
stem,גזע,5,86
stomach,"בטן, קיבה",5,86
strategy,אסטרטגיה,5,86
subdue,להכניע,5,86
submit,להגיש,5,86
submit,להיכנע,5,86
subtle,מעודן,5,86
suitable,"ראוי, מתאים, יאה",5,86
superb (,מעולה )איכותי,5,86
superficial,שטחי,5,86
suppression,דיכוי,5,86
sustain -,סבל מ,5,86
sustain,להמשיך באותה צורה,5,86
sustain,לתמוך,5,86
symbol,סמל,5,86
symbolize,לסמל,5,86
take place,התרחש,5,87
temple,מקדש,5,87
terms,תנאים,5,87
terms,מונחים,5,87
thousand,אלף,5,87
tormented,"לייסר, לענות",5,87
tour,סיור,5,87
tourist,תייר,5,87
trust,"אמון, לבטוח",5,87
type,להקליד,5,87
type,סוג,5,87
typically,אופייני,5,87
unbelievable,לא יאמן,5,87
underlies -,"מונח ביסוד, נמצא מתחת ל",5,87
undertake,לקחת על עצמך,5,87
unemployed,מובטל,5,87
unexplored,"לא נחקר, לא נבדק",5,87
unfamiliar,לא מוכר,5,87
unfortunate,מצער,5,87
unfortunately,למרבה הצער,5,87
unimaginable,בלתי נתפס,5,87
unique,מיוחד,5,87
unite,לאחד,5,87
unlock,"לפתוח, לשחרר",5,87
unnecessary,לא הכרחי,5,87
uprising,"התקוממות, מרד",5,87
urban,עירוני,5,87
urge,"לעודד, לדחוף ; דחף, רצון, תשוקה",5,87
urgent,דחוף,5,87
vaccine,חיסון,5,87
variable,משתנה,5,88
variation,"שינוי, וריאציה",5,88
variety,"מבחר, מגוון",5,88
various,מגוון,5,88
vast,גדול,5,88
vertical,מאונך,5,88
vigorously,במרץ,5,88
violate,"להפר, לחלל",5,88
violation,"עבירה, הפרה",5,88
volunteer,"להתנדב, מתנדב",5,88
vote,"קול, הצבעה, להצביע",5,88
wage,"לערוך, לנהל",5,88
wage,משכורת,5,88
ward,מחלקה,5,88
wide,רחב,5,88
willing,מוכן,5,88
wise,"חכם, פיקח",5,88
wish,"משאלה, לבקש",5,88
withhold,"לעכב, לעצור, לא לתת",5,88
worldwide,"כלל עולמי, בכל העולם",5,88
worse,גרוע יותר,5,88
worthy,ראוי,5,88
yield,"להיכנע, לוותר, לסגת",5,88
yield,"להניב, להפיק",5,88
zone,אזור,5,88
absurd,"מגוחך, לא סביר",6,89
accelerate,להאיץ,6,89
acclaim,"להריע, לשבח",6,89
accommodate,"לאכסן, לשכן",6,89
accompany,ללוות,6,89
accustomed,מורגל,6,89
aggressive,"תוקפני, אלים",6,89
agriculture,חקלאות,6,89
allergic,אלרגי,6,89
amass,"לצבור, לערום",6,89
amaze,להדהים,6,89
appeal,לערער,6,89
appeal,"מדבר אל, מושך",6,89
appeal,לבקש,6,89
applicant,מועמד,6,89
arousing,מעורר,6,89
as many as (,רבים כמו )מספר גדול,6,89
ascertain,לוודא,6,89
aspiration,"שאיפה, חלום",6,89
audit,ביקורת,6,89
award,"פרס, להעניק פרס",6,89
bank,לערום,6,89
bank,בנק,6,89
bank,גדה,6,89
betray,לבגוד,6,89
blank,"ריק, רווח",6,89
boost,"דחף, המריץ",6,89
broadcast,לשדר,6,90
cage,"כלוב, לכלוא",6,90
cancer (,סרטן )מחלה,6,90
capture,ללכוד,6,90
cargo,מטען,6,90
carve,לחרוט,6,90
cemetery,בית קברות,6,90
certify,"להצהיר, לאשר",6,90
chapter,פרק,6,90
church,כנסיה,6,90
circulate,לנוע במחזוריות,6,90
circulate,להפיץ,6,90
colleague,"עמית, קולגה",6,90
collect,לאסוף,6,90
collide,להתנגש,6,90
collision,התנגשות,6,90
commendably,באופן ראוי לשבח,6,90
commends,לציין לשבח,6,90
commentary,פרשנות,6,90
companion,בן -זוג,6,90
compatible,"מתאים, ראוי",6,90
compel,"לאלץ, לחייב",6,90
compensate,לפצות,6,90
compile,"לאסוף, לקבץ",6,90
conceal,להסתיר,6,90
conceive,להרהר,6,90
conceive,לעבר,6,90
concerted,מתואם,6,90
concur,להסכים,6,90
concurrence,להתרחש בו זמנית,6,90
condemned,לגנות,6,91
condemned -,נידון ל,6,91
confess,להודות,6,91
confession,וידוי,6,91
confinement,"מאסר, ריתוק",6,91
confiscate,להחרים,6,91
conform,"להתאים, להסתגל",6,91
confuse,לבלבל,6,91
confusion,בלבול,6,91
conquer,לכבוש,6,91
conquest,כיבוש,6,91
conscious,מודע,6,91
conservation,שימור,6,91
conservative,שמרני,6,91
conserve,לשמר,6,91
contend,"להתמודד, לטעון, להיאבק",6,91
content,שביעות רצון,6,91
content,תוכן,6,91
continent,יבשת,6,91
contrast,להוות ניגוד,6,91
contrast,ניגוד,6,91
contribute,לתרום,6,91
controversial,שנוי במחלוקת,6,91
controversy,מחלוקת,6,91
convene,לכנס,6,91
conversation,שיחה,6,91
convince,לשכנע,6,91
coordination,"קואורדינציה, תיאום",6,91
coordinator,מתאם,6,91
correspond,להתכתב,6,91
correspond,להתאים,6,92
correspondence,התכתבות,6,92
crack,"סדק, לסדוק",6,92
crave,להשתוקק,6,92
crime,פשע,6,92
crude,"וולגרי, גס",6,92
crude,גולמי,6,92
cuisine,"מטבח, בישול",6,92
curse,"קללה, לקלל",6,92
darkness,חשיכה,6,92
debate,"ויכוח, דיון",6,92
deceased,נפטר,6,92
deceive,להונות,6,92
deliberate,מכוון,6,92
deliberate,"לשקול, לבחון, לדון",6,92
deliberation,דיון,6,92
delusions,"אשליות, הזיות",6,92
denial,הכחשה,6,92
depend on -,תלוי ב,6,92
describe,לתאר,6,92
desolate,הרוס,6,92
desolate,"שומם, נטוש",6,92
destroy,להרוס,6,92
destructive,הרסני,6,92
detract,"להפחית, לגרוע",6,92
deviant,סוטה,6,92
device,מכשיר,6,92
devise,"לתכנן, להמציא",6,92
dictate,"להכתיב, לפקד",6,92
disorder,הפרעה,6,92
display,להציג,6,93
disregard,להתעלם,6,93
dissolve,להתמוסס,6,93
distract,להסיח את הדעת,6,93
district,מחוז,6,93
divine,אלוהי,6,93
divinity,אלוהות,6,93
downhill,"מדרון, מורד",6,93
ease,"להקל, קלוּת",6,93
easily,בקלות,6,93
effect,"תוצאה, אפקט",6,93
effect,"רושם, השפעה",6,93
emblem,סמל,6,93
encourage,לעודד,6,93
engrave,לחרוט,6,93
enhance,להעצים,6,93
entirely,לחלוטין,6,93
enzyme,אנזים,6,93
equality,"שוויון, במידה שווה",6,93
equates,"להשוות, להתאים",6,93
evoke,"לעורר, להעלות",6,93
evolutionary,התפתחותי,6,93
evolved,התפתח,6,93
excessively,בצורה מוגזמת,6,93
exchange,"להחליף, חלופה",6,93
exclude,"למנוע, לשלול, להרחיק, לגרש",6,93
exclusive,בלעדי,6,93
exclusively,"באופן בלעדי, רק",6,93
excuse,לסלוח,6,93
excuse,תירוץ,6,93
explicit,"מפורש, ברור, בוטה",6,94
explore,"לחקור, ללמוד",6,94
exposure,חשיפה,6,94
exquisite,מצוין,6,94
exquisite,"חד, מעודן, אנין",6,94
extend,"להאריך, להרחיב",6,94
extension,שלוחה,6,94
exterior,חיצוני,6,94
external,חיצוני,6,94
extinction,הכחדה,6,94
extract,"לתמצת, להפיק",6,94
factor,גורם,6,94
favor,טובה,6,94
favor,להעדיף,6,94
favored,מועדף,6,94
"fight, fought","לריב, רב",6,94
figure,"לחשב, להניח, להסיק",6,94
figure,"גזרה, צורה",6,94
figure,"ספרה, מספר",6,94
figure,דמות,6,94
flat,שטוח,6,94
flat,דירה,6,94
flew,עף,6,94
fly,לעוף,6,94
fly,זבוב,6,94
foil,לסכל,6,94
forerunner,"אות, סימן מבשר באות",6,94
forerunner,"שליח, חלוץ, מבשר",6,94
fossil,מאובן,6,94
genius,גאון,6,94
gentle,עדין,6,95
genuine,"אמיתי, מקורי",6,95
grant,"להעניק, מענק",6,95
guard,"שומר, לשמור",6,95
halt,"לעצור ,להפסיק, עצירה",6,95
handle,להתמודד,6,95
harder,קשה יותר,6,95
harmful,מזיק,6,95
harmless,שאינו מזיק,6,95
hazardous,מסוכן,6,95
hectic,קדחתני,6,95
heir,יורש,6,95
heredity,תורשה,6,95
hospital,בית חולים,6,95
hospitalize,לאשפז,6,95
hunger,רעב,6,95
ideal,"אידיאל, אידיאלי",6,95
immense,"כביר, עצום",6,95
immigrate,להגר,6,95
impulse,דחף,6,95
impulsively,ללא שיקול דעת,6,95
in favor of,לטובת,6,95
incentive,תמריץ,6,95
incidence (,"כמות, ִהָקּרוּת )משהו שקורה",6,95
indifference,אדישות,6,95
infinite,אינסופי,6,95
innate,מולד,6,95
inner,פנימי,6,95
inquire,לתשאל,6,95
inquiry,חקירה,6,95
insist,להתעקש,6,96
inspiration,השראה,6,96
inspiring,נותן השראה,6,96
interior,פנימי,6,96
interrupt,להפריע,6,96
intersection,"צומת, הצטלבות",6,96
intervene,להתערב,6,96
intervention,התערבות,6,96
invent,להמציא,6,96
inventor,ממציא,6,96
inventory,מצאי,6,96
invisible,בלתי נראה,6,96
invite,להזמין,6,96
Jew,יהודי,6,96
kind,סוג,6,96
kind,"טוב לב, אדיב, נעים",6,96
landmark,אבן דרך,6,96
landscape,נוף,6,96
lean,להישען,6,96
legible,קריא,6,96
lens,עדשה,6,96
license,רישיון,6,96
license,"לאשר, להתיר",6,96
lifetime,"תקופת החיים, במשך החיים",6,96
literary,ספרותי,6,96
literate,"משכיל, מלומד",6,96
literature,ספרות,6,96
load,להעמיס,6,96
losing,מפסיד,6,96
mail,דואר,6,96
mailman,דוור,6,97
malnutrition,תת -תזונה,6,97
mate,"בן זוג, חבר",6,97
mate,להזדווג,6,97
maturity,בגרות,6,97
mayor,ראש עיר,6,97
mediate,"לגשר, לתווך",6,97
mediocre (,בינוני )במובן שלילי,6,97
miserable,אומלל,6,97
moist,לחות,6,97
moral,מוסר,6,97
morale,מורל,6,97
necessary,הכרחי,6,97
neglect,"להזניח, הזנחה",6,97
negligence,"הזנחה, רשלנות",6,97
nocturnal,לילי,6,97
notable,נכבד,6,97
notice,לשים לב,6,97
notice,התראה,6,97
notify,"להודיע, ליידע",6,97
obedience,ציות,6,97
obey,לציית,6,97
objective,אוביקטיבי,6,97
obstacle,מכשול,6,97
offshore,"חו""ל",6,97
orbit,"לחוג, להסתובב",6,97
orient,להתמצא,6,97
oriented,"מכוון, מונחה",6,97
outer,חיצוני,6,97
outline,"תוואי, מתאר, קווים כלליים",6,98
overlooked,העלים עין,6,98
parallel,מקביל,6,98
party,מפלגה,6,98
party,מסיבה,6,98
pattern,דוגמה,6,98
penned,ָכַּתב,6,98
perceive,"להבחין, לראות",6,98
perform,"לבצע, להציג",6,98
performance,ביצוע,6,98
performance,הופעה,6,98
performer,"מבצע, מציג",6,98
permission,"רשות, היתר",6,98
permit,"אישור, רישיון",6,98
permit,להרשות,6,98
persuade,לשכנע,6,98
persuasion,שכנוע,6,98
piece,יצירה,6,98
piece,"חתיכה, חלק",6,98
pipe,צינור,6,98
plausible,"סביר, מתקבל על הדעת",6,98
plot,להכין תרשים,6,98
plot,"לזמום, לקשור קשר",6,98
plot (,חלקה )חלקת אדמה,6,98
plot,עלילה,6,98
poacher,"מסיג גבול, צייד לא מורשה",6,98
practical,מעשי,6,98
practice,"לתרגל, תרגול",6,98
prescribe,לרשום מרשם,6,98
prescription,מרשם,6,98
preserve,לשמר,6,99
pretext,"אמתלה, תואנה",6,99
prevent,למנוע,6,99
prevention,מניעה,6,99
previous,קודם,6,99
probable,"סביר, מתקבל על הדעת",6,99
probably,"כנראה, קרוב לוודאי",6,99
process,"לעכל, לעבד",6,99
process,תהליך,6,99
prohibit,"לאסור, למנוע",6,99
project,לתכנן,6,99
project,"פרוייקט, מיזם",6,99
project,"להשליך, להקרין",6,99
promote,לקדם,6,99
promotion,קידום,6,99
prompted,הביא לידי,6,99
proponent,תומך,6,99
proportion,"שיעור, מידה",6,99
prosperity,"צמיחה, שגשוג",6,99
prosperous,"משגשג, מצליח",6,99
pump,"משאבה, לשאוב",6,99
pursue,לרדוף,6,99
pursuit,מרדף,6,99
quantify,לכמת,6,99
quantity,כמות,6,99
radically,באופן קיצוני,6,99
rank,דרגה,6,99
ray,"קרן, אלומת אור",6,99
razor,סכין גילוח,6,99
rear,אחורי,6,99
rear,"לטפח, לגדל",6,100
reconcile,להתפייס,6,100
reform,"שינוי, רפורמה",6,100
reinvigorate,"לרענן, להמריץ מחדש",6,100
relationship,מערכת יחסים,6,100
religious,דתי,6,100
remainder,שארית,6,100
renovate,"לחדש, לשפץ",6,100
respective,שייך בהתאמה,6,100
respectively,בהתאמה,6,100
restrict,להגביל,6,100
restriction,הגבלה,6,100
retire,לפרוש,6,100
revoke,"לבטל, לשלול",6,100
reward,"פרס, לתגמל",6,100
ritual,"טקס, פולחן",6,100
rough,"קשה, מחוספס",6,100
rudimentary,"יסודי, בסיסי",6,100
sacred,קדוש,6,100
sacrifice,"להקריב, קורבן",6,100
sake,"תועלת, עניין",6,100
screen,לסרוק,6,100
screen,"מסך, צג, וילון",6,100
screen,לסנן,6,100
seek,לבקש,6,100
"seek, sought","לחפש, חיפש",6,100
seismic (,ססמי )קשור לרעידות אדמה,6,100
series,סדרה,6,100
settle,להסדיר,6,100
settle,להתיישב,6,100
severe,חמור,6,101
shape (,"צורה, לעצב )צורה",6,101
shift,משמרת,6,101
shift,להזיז,6,101
shiny,"נוצץ, בוהק",6,101
side effect,תופעת לוואי,6,101
simplicity,פשטות,6,101
sketch,"שרטוט, איור, סקיצה",6,101
skyrocket,להאמיר,6,101
skyscraper,גורד שחקים,6,101
sorrow,"עצב, צער",6,101
spark,"גיץ, ניצוץ",6,101
spectacular,מדהים,6,101
spirit,"כוונה, רוח הדברים",6,101
spirit,"רוח רפאים, נפש",6,101
spiritual,רוחני,6,101
spontaneously,ללא תכנון,6,101
stabilize,לייצב,6,101
stable,יציב,6,101
steam,"אד, לאדות",6,101
steamship,אוניית קיטור,6,101
straightforward,ישיר,6,101
stream,"לזרום, נחל, זרם",6,101
stricken,מוכה,6,101
stride,"צעד, לצעוד",6,101
strife,"מאבק, עימות",6,101
strike,"הכה, התקיף",6,101
strike,שביתה,6,101
stripes,פסים,6,101
structure,"מבנה, לבנות",6,101
stumble,למעוד,6,102
substitute,תחליף,6,102
sufficient,מספיק,6,102
superfluous,"מיותר, עודף",6,102
surface,פני שטח,6,102
suspect (,חשוד )מישהו,6,102
suspect,לחשוד,6,102
suspicious (,חשוד )משהו,6,102
sympathetic,אוהד,6,102
team,צוות,6,102
tendency,נטייה,6,102
terminate,"לסיים, לחסל",6,102
terrain,שטח,6,102
terrify,"להפחיד, להבעית",6,102
theme,נושא,6,102
threat,איום,6,102
tight,"הדוק, לחוץ, צמוד",6,102
tolerance,סובלנות,6,102
tolerate,לסבול,6,102
ultimate,"מוחלט, סופי",6,102
unbearable,בלתי נסבל,6,102
uncountable,אינספור,6,102
undergo,"לעבור, להתנסות, לחוות",6,102
unforgettable,בלתי נשכח,6,102
unsafe,לא בטוח,6,102
vain,לשווא,6,102
vain,שחצן,6,102
vary,משתנה,6,102
venture,סיכון,6,102
verify,"לוודא, לאמת",6,102
versions,גרסאות,6,103
vessel,כלי שיט,6,103
village,כפר,6,103
virtual,"מדומה, וירטואלי",6,103
virtually,"למעשה, בעצם",6,103
visual,חזותי,6,103
visualize,לדמיין,6,103
wealthy,עשיר,6,103
weigh,לשקול,6,103
weight,משקל,6,103
wickedly,ברשעות,6,103
wisdom,"חכמה, בינה",6,103
abstain,"להתנזר, להימנע ממשהו",7,104
accentuate,"להבליט, להדגיש",7,104
accusation,האשמה,7,104
acknowledge,"להכיר, לדעת",7,104
adequate,הולם,7,104
advertise,פרסום,7,104
advertisement,"מודעה, פרסום",7,104
affinity,"זיקה, קירבה",7,104
affinity,משיכה,7,104
agitate,"להסעיר, לזעזע, לעצבן",7,104
agonize,"לענות, לייסר",7,104
agony,ייסורים,7,104
aisle,מעבר,7,104
alien,חייזר,7,104
alienation,"ניכור, הרחקה",7,104
anchor,עוגן,7,104
annihilate,להשמיד,7,104
antique,"עתיק, ענתיקה",7,104
apparatus,מנגנון,7,104
auction,מכירה פומבית,7,104
augment,להרחיב,7,104
autograph,חתימה,7,104
beg,להתחנן,7,104
burn,"לשרוף, להישרף",7,104
cater,לספק,7,104
cathedral,קתדרלה,7,104
cattle,בקר,7,104
chariot,מרכבה,7,105
charity,צדקה,7,105
chase,"לרדוף, מרדף",7,105
cheer,לעודד,7,105
cheerful,"עליז, שמח",7,105
chemical,"כימיקל, כימי",7,105
circuit,"מסלול, להקיף",7,105
circuit,מעגל חשמלי,7,105
combat,לתקוף,7,105
combat,קרב,7,105
compete,"להתחרות, להתמודד",7,105
competition,תחרות,7,105
components,"חלקים, מרכיבים",7,105
compulsory,מהווה חובה,7,105
concise,"תמציתי, תכליתי",7,105
concrete,בטון,7,105
concrete,"קונקרטי, מוחשי",7,105
congregate,"לאסוף קהל, לאסוף",7,105
conspicuous,בולט,7,105
conspiracy,"קשר, מזימה",7,105
contagious,מדבק,7,105
contaminate,לזהם,7,105
correlate,"לתאם, לקשר",7,105
corrupt,"להשחית, מושחת",7,105
council,מועצה,7,105
counsel,"לייעץ, להדריך",7,105
counsel,"פרקליט, יועץ",7,105
counterpart,"בעל תפקיד מקביל, עמית, בן- זוג",7,105
couple,"זוג, לצמד",7,105
courage,אומץ,7,105
court (,מגרש )ספורט,7,106
court,בית משפט,7,106
courteous,אדיב,7,106
courtesy,"נימוס, אדיבות",7,106
craft,"אומנות, מלאכה",7,106
craft,כלי טייס / כלי שייט,7,106
craftsmen,"אומן, בעל מלאכה",7,106
critique,ביקורת,7,106
cross,לחצות,7,106
cross,"צלב, להצליב",7,106
crossroad,צומת,7,106
cruel,אכזרי,7,106
cult,כת,7,106
dawn,שחר,7,106
deal,עסקה,7,106
deal,להתמודד,7,106
dealt (,"עסק ב, חולק )קלפים, ניירת",7,106
debt,חוב,7,106
decay,ריקבון,7,106
decipher,לפענח,7,106
delegate,"להאציל, להסמיך",7,106
delinquent,"נזנח, נשכח",7,106
delinquent,עבריין,7,106
depression,דיכאון,7,106
described,מתואר,7,106
description,תיאור,7,106
desirable,נחשק,7,106
desire,"תשוקה, חשק, לחפוץ",7,106
despair,להתייאש,7,106
desperate,נואש,7,106
desperation,ייאוש,7,107
dimension,מימד,7,107
disagreement,חוסר הסכמה,7,107
disappear,להעלם,7,107
disappoint,לאכזב,7,107
disapproving,"לא מאשר, לא מסכים, לא מרוצה",7,107
disciples,תלמידים,7,107
discipline,תחום לימוד/מחקר,7,107
